Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, GBP",Conversions,"Total conversion value, GBP",Likes (Reactions),Shares,Comments
Fall ,19/11/2023,London,51.50735,-0.12776,Facebook,Mobile,Collection,3312,1.2%,41,0.55,22,5,65.52,77,27,12
Fall ,20/11/2023,London,51.50735,-0.12776,Facebook,Mobile,Collection,2861,1.4%,40,1.00,40,3,42.40,30,3,13
Fall ,21/11/2023,London,51.50735,-0.12776,Facebook,Mobile,Collection,2936,1.3%,39,1.36,53,6,156.24,49,35,11
Fall ,22/11/2023,London,51.50735,-0.12776,Facebook,Mobile,Collection,3358,1.6%,55,0.60,33,3,70.00,42,3,14
Fall ,23/11/2023,London,51.50735,-0.12776,Facebook,Mobile,Collection,3824,1.2%,45,0.88,39,6,213.92,31,11,10
Fall ,24/11/2023,London,51.50735,-0.12776,Facebook,Mobile,Collection,2608,1.3%,34,0.48,16,7,23.20,61,20,10
Fall ,25/11/2023,London,51.50735,-0.12776,Facebook,Mobile,Collection,2480,1.0%,25,1.11,28,8,45.36,35,24,12
Fall ,26/11/2023,London,51.50735,-0.12776,Facebook,Mobile,Collection,3247,1.5%,49,0.49,24,4,56.56,60,3,5
Fall ,27/11/2023,London,51.50735,-0.12776,Facebook,Mobile,Collection,3132,1.2%,38,0.59,22,7,46.40,77,41,14
Fall ,28/11/2023,London,51.50735,-0.12776,Facebook,Mobile,Collection,2509,1.4%,36,0.85,30,4,143.36,86,36,14
Fall ,29/11/2023,London,51.50735,-0.12776,Facebook,Mobile,Collection,3512,1.3%,45,0.82,37,5,142.24,28,18,7
Fall ,30/11/2023,London,51.50735,-0.12776,Facebook,Mobile,Collection,2825,1.4%,39,1.11,43,4,204.96,42,29,11
Spring ,01/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1608.4,1.2%,19,1.00,19,6,109.20,55,8,0
Spring ,02/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2617.6,1.1%,27,1.03,28,1,38.08,64,21,8
Spring ,03/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1539.2,1.3%,20,0.21,4,3,48.00,59,39,8
Spring ,04/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1999.2,1.3%,26,0.94,25,1,43.20,84,23,3
Spring ,05/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1551.8,1.0%,15,0.09,1,4,126.56,94,9,0
Spring ,06/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1881.2,1.0%,19,0.96,18,1,74.48,72,36,4
Spring ,07/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2550.2,1.0%,26,1.08,28,1,70.00,77,9,7
Spring ,08/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2297.2,1.1%,25,0.24,6,3,85.12,83,39,0
Spring ,09/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1864.4,1.5%,27,0.37,10,3,33.60,41,24,1
Spring ,10/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2576.4,1.0%,27,0.08,2,2,47.20,64,47,1
Spring ,11/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2666.6,1.6%,44,0.87,38,5,75.04,78,6,2
Spring ,12/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1457.4,1.1%,15,1.14,18,6,35.84,41,9,3
Spring ,13/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2580.2,1.3%,33,0.11,4,2,17.60,85,17,5
Spring ,14/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2564.4,1.3%,32,1.25,40,1,0.80,79,33,3
Spring ,15/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1593.8,1.4%,22,0.91,20,2,8.80,61,38,8
Spring ,16/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2482.6,1.3%,33,0.59,19,6,24.00,30,26,6
Spring ,17/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1501.2,1.1%,16,1.20,19,3,25.60,31,11,0
Spring ,18/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1601.6,1.1%,17,0.46,8,2,1.60,76,42,6
Spring ,19/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1504.8,1.4%,21,0.78,16,4,131.04,61,42,5
Spring ,20/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1860.2,0.8%,15,1.09,16,2,43.68,83,27,0
Spring ,21/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1978,1.3%,25,0.57,14,3,51.52,54,14,2
Spring ,22/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2047.4,1.4%,28,0.69,19,2,5.60,76,27,8
Spring ,23/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2249.4,1.1%,25,0.92,23,3,18.40,68,20,3
Spring ,24/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1844.8,0.9%,17,0.88,15,3,141.68,36,20,4
Spring ,25/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1502.8,1.4%,21,0.63,13,4,48.80,53,35,7
Spring ,26/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1668.2,1.3%,22,0.72,16,2,82.32,82,14,0
Spring ,27/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2293,1.3%,29,0.86,25,2,35.28,47,14,3
Spring ,28/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2610.2,1.0%,27,0.81,22,1,68.32,64,11,1
Spring ,29/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2047.8,1.0%,20,1.07,21,3,77.84,70,15,0
Spring ,30/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2140.2,1.0%,22,0.84,19,2,133.28,50,18,3
Spring ,31/03/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2229,0.9%,19,1.23,24,2,100.80,80,15,5
Spring ,01/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1925.2,1.2%,23,0.95,21,4,49.60,46,9,4
Spring ,02/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1575.8,1.1%,17,0.17,3,3,117.60,83,35,5
Spring ,03/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2510.4,1.2%,29,0.96,28,3,128.24,53,26,5
Spring ,04/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2044.2,0.9%,19,1.02,19,4,132.16,36,20,7
Spring ,05/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1498.6,1.3%,20,0.89,18,5,168.56,29,27,5
Spring ,06/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1675,1.4%,23,0.59,14,3,127.68,40,39,0
Spring ,07/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1695.4,1.2%,20,0.27,5,2,58.24,31,32,6
Spring ,08/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2234.2,1.1%,25,0.38,10,2,129.92,43,24,4
Spring ,09/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2060.2,1.5%,32,0.05,2,2,96.88,37,2,4
Spring ,10/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2433.8,1.2%,30,1.09,33,3,236.32,31,33,0
Spring ,11/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1875.6,1.2%,22,0.88,19,4,103.04,76,18,2
Spring ,12/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1698.4,1.1%,18,1.11,20,3,40.80,60,21,8
Spring ,13/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2301.8,0.9%,20,1.08,21,4,91.28,37,21,3
Spring ,14/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2232.6,0.9%,20,0.82,16,5,104.16,78,24,5
Spring ,15/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2007.6,1.5%,31,1.02,32,1,184.80,71,27,1
Spring ,16/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2246.4,1.1%,24,1.26,31,2,19.20,43,15,1
Spring ,17/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1431.6,1.3%,19,1.37,26,0,15.20,71,14,3
Spring ,18/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1566.2,1.3%,20,0.80,16,3,76.72,77,14,8
Spring ,19/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2039.4,1.4%,28,0.48,13,4,74.48,85,11,3
Spring ,20/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2105,1.4%,29,0.96,28,3,43.20,49,35,7
Spring ,21/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1753.2,0.9%,16,0.24,4,1,77.84,101,29,0
Spring ,22/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1759.6,1.0%,18,1.28,23,1,48.00,65,47,4
Spring ,23/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1912,1.1%,20,0.60,12,5,110.88,100,35,2
Spring ,24/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1819.8,1.0%,19,0.72,13,3,47.04,79,30,0
Spring ,25/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1732,1.1%,18,1.13,21,4,73.92,98,48,7
Spring ,26/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2201,1.2%,26,1.01,27,2,7.20,56,15,2
Spring ,27/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2247.2,0.9%,20,0.30,6,1,12.80,101,47,4
Spring ,28/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2141.2,1.2%,25,1.29,33,5,104.16,89,41,4
Spring ,29/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1740.4,1.3%,23,0.99,23,4,50.40,47,32,6
Spring ,30/04/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1985.2,1.1%,22,1.02,23,0,145.04,79,45,0
Spring ,01/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1871.4,1.3%,24,0.99,24,1,197.68,90,9,8
Spring ,02/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2234.2,1.1%,24,0.46,11,2,73.36,54,18,1
Spring ,03/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1740.6,1.3%,23,1.11,26,1,36.80,80,17,1
Spring ,04/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1772.4,1.0%,18,0.64,12,2,70.56,72,12,4
Spring ,05/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2004.8,1.3%,25,0.44,11,4,274.40,115,17,0
Spring ,06/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1917.6,1.4%,26,0.54,14,0,207.76,84,44,0
Spring ,07/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2044,1.5%,30,0.83,25,2,99.68,91,23,8
Spring ,08/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2481.2,1.3%,32,0.79,25,4,217.28,103,14,8
Spring ,09/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1945.6,1.2%,22,0.78,17,0,223.44,96,27,5
Spring ,10/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1652,1.0%,16,1.07,17,1,322.56,62,27,3
Spring ,11/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1543.2,1.3%,20,0.34,7,1,42.40,46,17,1
Spring ,12/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1569.6,0.8%,13,0.94,12,1,164.64,77,18,5
Spring ,13/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1516.4,1.4%,21,1.08,23,0,191.52,68,38,1
Spring ,14/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2508.2,0.9%,23,0.33,8,3,89.60,44,32,3
Spring ,15/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1659,1.2%,20,0.76,15,3,100.80,100,14,8
Spring ,16/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1543.6,1.3%,20,1.35,27,4,126.00,72,26,1
Spring ,17/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2591.6,1.3%,34,1.02,35,3,89.04,86,27,5
Spring ,18/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2718.4,1.2%,33,0.25,8,0,49.60,108,18,7
Spring ,19/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2193.6,1.1%,23,0.69,16,2,48.80,53,30,4
Spring ,20/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2531.8,1.1%,27,0.92,25,2,114.24,46,17,5
Spring ,21/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2573.2,1.2%,30,0.52,15,5,42.56,62,29,2
Spring ,22/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2023.4,1.0%,20,0.27,5,1,239.12,62,26,8
Spring ,23/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1802.2,1.3%,23,0.76,17,3,28.80,80,39,0
Spring ,24/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1537.2,1.5%,24,1.28,30,3,60.48,61,32,2
Spring ,25/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1492,1.3%,19,0.46,9,4,221.20,77,51,4
Spring ,26/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2036,1.3%,26,1.12,29,5,109.76,72,30,3
Spring ,27/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2330.6,0.9%,22,1.22,26,4,188.16,70,8,8
Spring ,28/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2258.8,1.2%,28,1.21,33,3,259.84,49,45,3
Spring ,29/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1850.2,1.3%,24,1.11,26,4,295.68,89,33,1
Spring ,30/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2516.4,1.1%,28,1.18,33,3,137.20,67,20,6
Spring ,31/05/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1905.6,1.3%,24,0.32,8,3,35.84,89,54,2
Summer ,01/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1937.1,1.0%,19,0.56,10,1,94.08,64,24,10
Summer ,02/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2184.9,1.1%,24,0.54,13,5,58.24,67,38,5
Summer ,03/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1766.6,1.1%,19,1.17,23,3,140.56,107,47,6
Summer ,04/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2125.7,1.2%,25,0.20,5,5,36.80,74,36,7
Summer ,05/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1722.3,1.2%,21,0.36,7,6,12.80,101,39,3
Summer ,06/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2016,1.0%,21,0.47,10,4,246.96,78,33,4
Summer ,07/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2255.5,1.2%,28,1.38,38,2,26.40,53,9,9
Summer ,08/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1884.8,1.2%,23,0.83,19,4,38.08,55,21,12
Summer ,09/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1553.4,0.9%,14,1.24,17,3,325.36,90,33,12
Summer ,10/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2223.3,1.2%,27,0.28,7,3,166.32,96,33,11
Summer ,11/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2208.6,1.0%,22,0.46,10,7,80.08,96,33,5
Summer ,12/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2188.1,1.2%,26,0.57,15,2,236.32,86,29,8
Summer ,13/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1973.2,1.0%,20,1.19,24,5,129.36,70,38,4
Summer ,14/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1949.1,0.8%,16,1.10,18,4,63.84,88,42,0
Summer ,15/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2072.7,1.2%,25,1.10,27,5,104.72,91,35,4
Summer ,16/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2070.5,1.1%,23,0.67,15,2,38.64,72,56,11
Summer ,17/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2064.8,0.9%,19,1.16,22,4,270.48,83,27,2
Summer ,18/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1684.1,1.1%,18,1.18,21,5,38.64,76,20,4
Summer ,19/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1923.8,1.2%,24,0.80,19,4,84.56,44,53,7
Summer ,20/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1426.3,0.9%,13,0.75,10,6,135.52,82,38,6
Summer ,21/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2355.3,1.1%,26,0.70,18,6,41.44,91,45,5
Summer ,22/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1597.3,1.1%,18,0.69,12,3,168.00,53,56,3
Summer ,23/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2303.5,1.1%,26,0.30,8,4,121.52,104,14,8
Summer ,24/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2044.3,1.0%,21,0.19,4,2,413.84,67,38,3
Summer ,25/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1662.4,1.2%,20,1.05,21,2,406.56,68,48,2
Summer ,26/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1611.9,1.0%,15,0.40,6,4,255.36,95,57,5
Summer ,27/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1646.6,1.2%,20,0.14,3,4,165.20,65,38,5
Summer ,28/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2454.2,1.0%,23,0.26,6,5,95.76,59,41,1
Summer ,29/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2091.2,0.9%,20,0.69,14,5,253.12,90,41,4
Summer ,30/06/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2001.9,1.1%,21,0.56,12,2,330.40,44,50,11
Summer ,01/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2370.2,1.0%,23,0.57,13,5,212.80,56,30,6
Summer ,02/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1790.3,1.2%,22,0.53,12,4,240.80,46,27,3
Summer ,03/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2183,1.2%,27,0.54,14,7,293.44,62,15,7
Summer ,04/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1734.8,0.9%,16,1.29,20,7,268.24,106,26,3
Summer ,05/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1517.1,1.2%,17,0.39,7,5,284.48,104,54,7
Summer ,06/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1437.6,1.1%,16,0.53,9,4,366.80,89,21,0
Summer ,07/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1481.5,1.0%,15,0.91,14,3,85.12,77,21,3
Summer ,08/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2141.2,1.0%,22,1.07,23,5,313.04,62,24,6
Summer ,09/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1582.1,0.9%,14,1.31,19,5,114.80,79,23,8
Summer ,10/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1325.8,0.9%,12,0.91,11,2,213.92,90,26,10
Summer ,11/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1525.1,1.0%,16,0.69,11,5,105.84,92,39,4
Summer ,12/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1403.4,0.9%,12,0.43,5,4,179.76,82,47,5
Summer ,13/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2215.1,1.2%,25,1.19,30,6,123.76,119,35,6
Summer ,14/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2074.2,1.4%,28,0.38,11,7,50.40,103,38,4
Summer ,15/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1689.7,0.8%,14,0.48,6,2,123.20,58,35,5
Summer ,16/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2216.8,1.2%,26,1.11,29,4,324.24,89,29,11
Summer ,17/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1499.3,1.1%,16,1.20,19,6,103.60,55,39,5
Summer ,18/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2165.4,1.1%,23,0.40,9,5,154.56,29,39,2
Summer ,19/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1539.7,1.0%,16,0.18,3,4,38.40,49,27,4
Summer ,20/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2091.7,1.4%,29,0.59,17,4,161.28,83,24,10
Summer ,21/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2310.6,1.3%,29,0.68,20,3,109.76,38,2,1
Summer ,22/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1582,0.9%,15,1.22,18,3,25.60,71,12,1
Summer ,23/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2299.5,1.0%,24,1.13,27,5,309.68,72,36,7
Summer ,24/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1949.5,1.1%,22,0.12,3,5,98.00,59,30,3
Summer ,25/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1551.9,0.8%,12,0.78,10,6,207.76,73,15,9
Summer ,26/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1452.3,1.0%,14,0.23,3,2,69.44,44,23,7
Summer ,27/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2365,1.0%,23,0.84,20,2,225.12,38,39,8
Summer ,28/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1296.7,1.1%,15,0.84,12,6,47.20,70,29,7
Summer ,29/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1482.3,1.2%,17,0.21,4,6,117.60,54,2,10
Summer ,30/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2254.8,0.9%,20,0.15,3,1,134.40,41,14,10
Summer ,31/07/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2038.1,0.9%,19,0.06,1,5,38.40,29,38,9
Summer ,01/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1780.7,1.4%,25,0.11,3,5,246.96,54,2,8
Summer ,02/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2276.3,1.1%,25,1.15,28,4,38.08,73,36,5
Summer ,03/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1562.1,0.9%,15,0.21,3,5,109.76,53,17,3
Summer ,04/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1902.7,1.0%,19,1.07,20,7,35.84,62,2,8
Summer ,05/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1575.4,1.1%,17,0.39,6,6,40.80,82,11,6
Summer ,06/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1418.3,1.4%,20,1.27,25,5,44.80,74,38,4
Summer ,07/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1362,0.9%,12,0.30,4,3,248.64,47,2,2
Summer ,08/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2198.3,0.9%,19,0.26,5,4,187.60,25,20,5
Summer ,09/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2398.2,1.0%,25,0.55,14,5,90.72,59,11,3
Summer ,10/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1510.3,1.0%,16,0.65,10,5,48.72,46,3,9
Summer ,11/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2376.2,1.3%,31,0.69,21,3,37.60,55,38,4
Summer ,12/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1896.7,1.0%,20,0.05,1,7,202.16,74,32,4
Summer ,13/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1434.9,1.1%,15,0.09,1,5,63.84,23,18,9
Summer ,14/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2219.6,1.1%,23,0.57,13,4,112.00,49,36,9
Summer ,15/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2270.3,1.2%,27,1.04,28,5,113.68,29,6,5
Summer ,16/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1850,1.4%,25,1.06,27,5,9.60,77,36,5
Summer ,17/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1430.1,1.0%,14,0.09,1,4,17.60,48,3,7
Summer ,18/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2191.5,1.2%,27,0.04,1,5,59.92,37,6,2
Summer ,19/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1237.2,1.2%,14,0.92,13,1,90.16,34,23,10
Summer ,20/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1390.9,1.1%,15,0.46,7,4,16.00,29,2,6
Summer ,21/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2096.4,1.0%,21,0.88,18,5,192.64,40,15,7
Summer ,22/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1979,1.2%,23,1.16,27,1,26.40,17,9,1
Summer ,23/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2277.7,1.0%,22,0.38,8,4,57.68,62,11,4
Summer ,24/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2219.2,1.2%,26,0.70,18,3,0.00,71,8,4
Summer ,25/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1552.9,0.8%,13,0.06,1,5,70.00,85,14,8
Summer ,26/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,1483.1,1.0%,14,0.98,14,5,147.84,48,38,10
Summer ,27/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2030.6,1.1%,23,0.98,22,2,61.60,35,29,8
Summer ,28/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2008.9,0.8%,16,1.10,18,5,57.68,20,8,10
Summer ,29/08/2023,Manchester,53.483959,-2.244644,Facebook,Mobile,Collection,2112.1,1.4%,29,0.61,17,1,284.48,67,35,6
